Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Image URL
1178,54,Male,Skirt,Clothing,21,Iowa,M,Black,Spring,4.8,No,Standard,Yes,Yes,24,Debit Card,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1227
1179,37,Male,Dress,Clothing,22,South Carolina,M,Teal,Spring,4.9,No,Express,Yes,Yes,23,Debit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1228
1180,20,Male,T-shirt,Clothing,33,Indiana,M,Blue,Summer,2.8,No,Free Shipping,Yes,Yes,44,Bank Transfer,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1229
1181,23,Male,Skirt,Clothing,23,Oregon,S,Beige,Spring,4.9,No,Standard,Yes,Yes,34,Cash,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1230
1182,61,Male,Shorts,Clothing,96,New York,L,Teal,Summer,3.5,No,Free Shipping,Yes,Yes,43,Bank Transfer,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1231
1183,37,Male,Jewelry,Accessories,21,New Mexico,M,Maroon,Spring,3.8,No,Express,Yes,Yes,45,PayPal,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1232
1184,23,Male,Pants,Clothing,39,Louisiana,M,Yellow,Spring,4.5,No,2-Day Shipping,Yes,Yes,4,Credit Card,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1233
1185,63,Male,Belt,Accessories,73,South Carolina,S,Indigo,Fall,3.4,No,Express,Yes,Yes,19,Credit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1234
1186,47,Male,Jeans,Clothing,64,Maine,M,Magenta,Spring,3.9,No,Standard,Yes,Yes,29,Credit Card,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1235
1187,63,Male,Jeans,Clothing,68,Indiana,M,Beige,Summer,4.1,No,2-Day Shipping,Yes,Yes,27,Credit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1236
1188,56,Male,Hat,Accessories,89,Iowa,L,Maroon,Fall,3,No,Express,Yes,Yes,37,Credit Card,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1237
1189,68,Male,Blouse,Clothing,29,Mississippi,M,Magenta,Summer,3.3,No,Next Day Air,Yes,Yes,11,Credit Card,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1238
1190,64,Male,Shirt,Clothing,97,Arkansas,XL,Teal,Summer,4.9,No,Free Shipping,Yes,Yes,28,Debit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1239
1191,62,Male,Shirt,Clothing,45,South Carolina,M,Orange,Winter,4.3,No,Next Day Air,Yes,Yes,31,Credit Card,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1240
1192,34,Male,T-shirt,Clothing,70,Indiana,L,Charcoal,Winter,4.1,No,Free Shipping,Yes,Yes,50,Venmo,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1241
1193,49,Male,Coat,Outerwear,56,Florida,M,Turquoise,Summer,4,No,2-Day Shipping,Yes,Yes,42,Venmo,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1242
1194,40,Male,Jacket,Outerwear,55,Alaska,L,Pink,Fall,5,No,2-Day Shipping,Yes,Yes,18,Credit Card,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1243
1195,50,Male,Hoodie,Clothing,46,New York,S,Teal,Winter,3.1,No,2-Day Shipping,Yes,Yes,6,Credit Card,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1244
1196,25,Male,Scarf,Accessories,95,Texas,M,White,Winter,4,No,2-Day Shipping,Yes,Yes,33,Venmo,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1245
1197,30,Male,Belt,Accessories,88,North Dakota,M,Maroon,Winter,3.2,No,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1246
1198,54,Male,Sneakers,Footwear,92,Vermont,L,Violet,Fall,3.9,No,Standard,Yes,Yes,26,PayPal,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1247
1199,40,Male,Socks,Clothing,49,New Jersey,M,Brown,Summer,3.9,No,2-Day Shipping,Yes,Yes,17,Cash,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1248
1200,49,Male,Sandals,Footwear,89,Maryland,M,Indigo,Fall,4.5,No,Free Shipping,Yes,Yes,3,Debit Card,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1249
1201,27,Male,Coat,Outerwear,22,Connecticut,XL,Black,Winter,4.4,No,Store Pickup,Yes,Yes,7,PayPal,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1250
1202,27,Male,Shoes,Footwear,61,Illinois,XL,Black,Summer,3.1,No,2-Day Shipping,Yes,Yes,46,Venmo,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1251
1203,48,Male,Scarf,Accessories,29,Maryland,S,Olive,Spring,2.9,No,Standard,Yes,Yes,14,Venmo,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1252
1204,40,Male,Sneakers,Footwear,82,Minnesota,M,Orange,Winter,3.7,No,Free Shipping,Yes,Yes,23,Bank Transfer,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1253
1205,67,Male,Belt,Accessories,94,Florida,M,Pink,Spring,3.2,No,2-Day Shipping,Yes,Yes,20,Credit Card,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1254
1206,52,Male,Handbag,Accessories,99,California,M,Olive,Spring,3.5,No,Standard,Yes,Yes,38,Bank Transfer,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1255
1207,22,Male,Handbag,Accessories,59,Mississippi,S,Cyan,Fall,3,No,Free Shipping,Yes,Yes,16,Venmo,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1256
1208,62,Male,Boots,Footwear,90,Washington,M,White,Summer,4.1,No,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1257
1209,20,Male,Boots,Footwear,100,Wisconsin,S,Red,Winter,2.9,No,2-Day Shipping,Yes,Yes,8,Debit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1258
1210,41,Male,Pants,Clothing,62,Pennsylvania,M,Blue,Winter,3.8,No,Next Day Air,Yes,Yes,16,Bank Transfer,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1259
1211,34,Male,Sunglasses,Accessories,78,Missouri,M,Olive,Fall,4.1,No,Next Day Air,Yes,Yes,5,Cash,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1260
1212,23,Male,Hoodie,Clothing,94,Oklahoma,M,Green,Spring,4.6,No,Store Pickup,Yes,Yes,14,Venmo,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1261
1213,32,Male,Shoes,Footwear,74,Pennsylvania,M,Yellow,Summer,2.5,No,Free Shipping,Yes,Yes,18,Credit Card,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1262
1214,68,Male,Handbag,Accessories,52,Kentucky,XL,Black,Spring,3.7,No,Express,Yes,Yes,14,Debit Card,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1263
1215,30,Male,Jacket,Outerwear,81,Vermont,M,Blue,Fall,3.8,No,Free Shipping,Yes,Yes,5,Cash,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1264
1216,66,Male,Blouse,Clothing,20,Oregon,L,Pink,Winter,2.6,No,2-Day Shipping,Yes,Yes,15,Credit Card,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1265
1217,62,Male,Pants,Clothing,32,Utah,XL,Lavender,Summer,3.7,No,Free Shipping,Yes,Yes,3,Venmo,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1266
1218,50,Male,Boots,Footwear,63,Nebraska,XL,Cyan,Fall,2.6,No,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1267
1219,55,Male,Boots,Footwear,79,Pennsylvania,M,Cyan,Spring,3.1,No,Store Pickup,Yes,Yes,43,Cash,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1268
1220,19,Male,Sweater,Clothing,23,Vermont,M,Gold,Winter,2.5,No,Next Day Air,Yes,Yes,35,Credit Card,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1269
1221,67,Male,Gloves,Accessories,64,Kentucky,M,Green,Winter,4.9,No,Express,Yes,Yes,36,Bank Transfer,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1270
1222,18,Male,Socks,Clothing,69,Iowa,M,Red,Winter,4.5,No,Standard,Yes,Yes,3,Cash,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1271
1223,58,Male,Jeans,Clothing,69,Indiana,L,Magenta,Fall,3.4,No,Store Pickup,Yes,Yes,27,Bank Transfer,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1272
1224,69,Male,Pants,Clothing,24,Kansas,L,Red,Winter,3.9,No,Free Shipping,Yes,Yes,21,Bank Transfer,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1273
1225,62,Male,Shorts,Clothing,50,Illinois,M,Yellow,Summer,3.7,No,Store Pickup,Yes,Yes,18,Venmo,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1274
1226,28,Male,Gloves,Accessories,97,North Carolina,S,Turquoise,Fall,2.6,No,Free Shipping,Yes,Yes,16,Debit Card,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1275
1227,53,Male,Sandals,Footwear,91,Ohio,S,Cyan,Fall,3.4,No,Store Pickup,Yes,Yes,18,Venmo,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1276
1228,27,Male,Blouse,Clothing,37,Illinois,L,Yellow,Spring,4.9,No,Store Pickup,Yes,Yes,19,Bank Transfer,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1277
1229,55,Male,Jacket,Outerwear,55,Indiana,S,Yellow,Winter,3.9,No,Express,Yes,Yes,1,Cash,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1278
1230,34,Male,Jewelry,Accessories,52,Kansas,XL,Maroon,Winter,3.6,No,Express,Yes,Yes,39,Bank Transfer,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1279
1231,25,Male,Hat,Accessories,80,Illinois,L,Brown,Spring,4.6,No,Standard,Yes,Yes,49,Venmo,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1280
1232,66,Male,Socks,Clothing,79,Pennsylvania,M,Gold,Spring,4,No,2-Day Shipping,Yes,Yes,43,Credit Card,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1281
1233,57,Male,Handbag,Accessories,23,New York,M,Charcoal,Summer,3.6,No,Free Shipping,Yes,Yes,31,Debit Card,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1282
1234,46,Male,Pants,Clothing,73,Utah,L,Beige,Winter,3.5,No,Next Day Air,Yes,Yes,40,Venmo,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1283
1235,38,Male,Gloves,Accessories,99,New Jersey,M,Indigo,Fall,4.1,No,Store Pickup,Yes,Yes,2,Bank Transfer,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1284
1236,,Male,Sweater,Clothing,22,Idaho,M,Red,Spring,3,No,Store Pickup,Yes,Yes,46,PayPal,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1285
1237,42,Male,Hat,Accessories,68,New Mexico,M,White,Summer,4.4,No,Store Pickup,Yes,Yes,35,Debit Card,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1286
1238,25,Male,Dress,Clothing,92,Michigan,S,Charcoal,Spring,4.4,No,2-Day Shipping,Yes,Yes,42,Credit Card,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1287
1239,55,Male,Pants,Clothing,77,Wyoming,M,Violet,Winter,3.7,No,Express,Yes,Yes,3,Venmo,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1288
1240,62,Male,Coat,Outerwear,37,New Jersey,XL,Magenta,Spring,4.8,No,Standard,Yes,Yes,32,Debit Card,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1289
1241,41,Male,Scarf,Accessories,79,New Jersey,L,White,Winter,2.9,No,Store Pickup,Yes,Yes,48,Debit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1290
1242,58,Male,Hoodie,Clothing,51,Hawaii,XL,Pink,Winter,3.1,No,Express,Yes,Yes,34,Credit Card,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1291
1243,56,Male,Socks,Clothing,27,Nevada,M,Lavender,Summer,4,No,Next Day Air,Yes,Yes,15,Bank Transfer,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1292
1244,25,Male,Blouse,Clothing,23,New Hampshire,S,Pink,Spring,3,No,Store Pickup,Yes,Yes,22,Debit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1293
1245,70,Male,Socks,Clothing,76,Indiana,S,Silver,Summer,3.9,No,2-Day Shipping,Yes,Yes,2,Cash,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1294
1246,42,Male,Dress,Clothing,31,New York,M,Violet,Fall,3.4,No,Standard,Yes,Yes,30,Bank Transfer,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1295
1247,27,Male,Hoodie,Clothing,60,Louisiana,M,Charcoal,Winter,2.7,No,Standard,Yes,Yes,27,Cash,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1296
1248,65,Male,T-shirt,Clothing,99,Virginia,M,Charcoal,Spring,3.5,No,Express,Yes,Yes,18,Venmo,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1297
1249,62,Male,Hat,Accessories,37,Wisconsin,XL,Red,Winter,3,No,Free Shipping,Yes,Yes,8,Credit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1298
1250,62,Male,Boots,Footwear,50,Oregon,M,Peach,Winter,4.5,No,Express,Yes,Yes,48,Venmo,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1299
1251,52,Male,Jeans,Clothing,26,New Hampshire,XL,Purple,Winter,4.1,No,Free Shipping,Yes,Yes,24,Cash,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1300
1252,56,Male,Shorts,Clothing,86,Indiana,XL,Orange,Spring,5,No,Next Day Air,Yes,Yes,43,Credit Card,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1301
1253,28,Male,Sandals,Footwear,41,Massachusetts,L,Magenta,Fall,4,No,Standard,Yes,Yes,8,Cash,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1302
1254,39,Male,Sandals,Footwear,23,Montana,XL,Red,Winter,4.9,No,Express,Yes,Yes,49,PayPal,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1303
1255,54,Male,Sneakers,Footwear,56,California,XL,Black,Spring,3.3,No,2-Day Shipping,Yes,Yes,2,Credit Card,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1304
1256,30,Male,Hat,Accessories,68,Indiana,M,Peach,Fall,4.1,No,Standard,Yes,Yes,38,Cash,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1305
1257,45,Male,Coat,Outerwear,48,West Virginia,S,Olive,Winter,3.6,No,Express,Yes,Yes,4,Cash,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1306
1258,68,Male,Dress,Clothing,67,Minnesota,L,Gold,Spring,3,No,Free Shipping,Yes,Yes,31,Cash,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1307
1259,47,Male,Boots,Footwear,87,Ohio,XL,Gold,Spring,4.1,No,2-Day Shipping,Yes,Yes,34,Debit Card,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1308
1260,68,Male,Skirt,Clothing,64,Minnesota,M,Turquoise,Fall,3.9,No,Standard,Yes,Yes,45,Credit Card,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1309
1261,63,Male,Shirt,Clothing,93,Virginia,XL,Green,Spring,4.1,No,Store Pickup,Yes,Yes,30,Debit Card,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1310
1262,20,Male,Shirt,Clothing,29,Connecticut,L,Maroon,Summer,2.8,No,Next Day Air,Yes,Yes,2,Credit Card,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1311
1263,29,Male,Boots,Footwear,62,Tennessee,L,Brown,Winter,4.8,No,Store Pickup,Yes,Yes,44,Venmo,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1312
1264,41,Male,Hoodie,Clothing,70,Delaware,L,Brown,Winter,4.6,No,2-Day Shipping,Yes,Yes,1,Credit Card,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1313
1265,52,Male,Sweater,Clothing,92,Vermont,S,Blue,Winter,2.5,No,Next Day Air,Yes,Yes,1,Venmo,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1314
1266,32,Male,Shirt,Clothing,79,Louisiana,M,Lavender,Spring,2.7,No,Next Day Air,Yes,Yes,27,Bank Transfer,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1315
1267,20,Male,Blouse,Clothing,31,North Dakota,M,Peach,Fall,4,No,Standard,Yes,Yes,14,Debit Card,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1316
1268,47,Male,T-shirt,Clothing,83,Oregon,S,Gray,Spring,2.7,No,Standard,Yes,Yes,41,Cash,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1317
1269,23,Male,Jacket,Outerwear,88,Idaho,XL,Charcoal,Winter,2.9,No,Next Day Air,Yes,Yes,25,Debit Card,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1318
1270,43,Male,Jewelry,Accessories,53,Vermont,M,Lavender,Spring,3,No,Standard,Yes,Yes,47,PayPal,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1319
1271,67,Male,Hoodie,Clothing,98,West Virginia,M,Green,Fall,3.3,No,Standard,Yes,Yes,20,Cash,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1320
1272,70,Male,Jewelry,Accessories,57,Kentucky,S,Gray,Spring,4.3,No,Store Pickup,Yes,Yes,42,PayPal,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1321
1273,35,Male,Sandals,Footwear,80,Wisconsin,M,Orange,Winter,4.4,No,Express,Yes,Yes,16,Bank Transfer,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1322
1274,41,Male,Jeans,Clothing,29,Mississippi,L,Silver,Spring,4.1,No,Next Day Air,Yes,Yes,32,Credit Card,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1323
1275,54,Male,Hat,Accessories,73,Missouri,M,Olive,Spring,3.1,No,2-Day Shipping,Yes,Yes,37,PayPal,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1324
1276,55,Male,Sweater,Clothing,32,Arkansas,S,Turquoise,Fall,4.5,No,Standard,Yes,Yes,1,PayPal,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1325
1277,51,Male,Boots,Footwear,68,Wyoming,L,Turquoise,Spring,4.8,No,Next Day Air,Yes,Yes,37,Bank Transfer,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1326
1278,19,Male,Blouse,Clothing,97,Rhode Island,L,Green,Spring,5,No,Express,Yes,Yes,5,Venmo,Quarterly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1327
1279,28,Male,Shorts,Clothing,98,Utah,M,Violet,Fall,2.8,No,Next Day Air,Yes,Yes,31,Venmo,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1328
1280,63,Male,Hoodie,Clothing,56,Maryland,L,Charcoal,Fall,3.7,No,Express,Yes,Yes,18,Debit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1329
1281,30,Male,Pants,Clothing,78,Georgia,L,White,Winter,4.4,No,2-Day Shipping,Yes,Yes,39,Venmo,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1330
1282,29,Male,Belt,Accessories,81,New Jersey,M,Olive,Spring,4.5,No,Store Pickup,Yes,Yes,8,Venmo,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1331
1283,24,Male,Shirt,Clothing,68,New Hampshire,L,Violet,Winter,3,No,Free Shipping,Yes,Yes,20,Venmo,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1332
1284,69,Male,Shirt,Clothing,94,Oregon,M,Violet,Winter,3.9,No,2-Day Shipping,Yes,Yes,23,Debit Card,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1333
1285,65,Male,Dress,Clothing,93,Arkansas,M,Black,Spring,3.9,No,Express,Yes,Yes,38,PayPal,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1334
1286,64,Male,Gloves,Accessories,99,North Carolina,M,Charcoal,Fall,3.5,No,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1335
1287,40,Male,Gloves,Accessories,49,West Virginia,L,Yellow,Winter,4.9,No,Next Day Air,Yes,Yes,44,Debit Card,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1336
1288,24,Male,Jeans,Clothing,28,Utah,XL,Blue,Winter,3.4,No,Standard,Yes,Yes,20,PayPal,Monthly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1337
1289,66,Male,Belt,Accessories,93,South Dakota,XL,Charcoal,Winter,4.1,No,Standard,Yes,Yes,34,PayPal,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1338
1290,35,Male,Jacket,Outerwear,24,New Hampshire,M,Red,Fall,2.9,No,Next Day Air,Yes,Yes,10,PayPal,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1339
1291,67,Male,Skirt,Clothing,35,Maryland,M,Indigo,Spring,3.4,No,Free Shipping,Yes,Yes,3,PayPal,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1340
1292,69,Male,Sandals,Footwear,68,South Dakota,S,Beige,Spring,3.2,No,2-Day Shipping,Yes,Yes,23,Debit Card,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1341
1293,26,Male,Belt,Accessories,61,Kentucky,M,Maroon,Summer,3.9,No,Free Shipping,Yes,Yes,42,Bank Transfer,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1342
1294,23,Male,Sweater,Clothing,74,Florida,XL,Yellow,Fall,4.1,No,Standard,Yes,Yes,30,Debit Card,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1343
1295,27,Male,Shirt,Clothing,64,Texas,M,Silver,Summer,4.5,No,Standard,Yes,Yes,21,Cash,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1344
1296,30,Male,Sneakers,Footwear,60,New Mexico,M,Olive,Fall,2.8,No,Standard,Yes,Yes,50,PayPal,Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1345
1297,48,Male,Jeans,Clothing,29,South Dakota,S,Teal,Spring,2.8,No,Express,Yes,Yes,16,Cash,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1346
1298,44,Male,Sandals,Footwear,85,New Jersey,M,Silver,Summer,4.6,No,Standard,Yes,Yes,32,Venmo,Annually,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1347
1299,29,Male,Pants,Clothing,81,Indiana,S,Indigo,Summer,3,No,Free Shipping,Yes,Yes,14,Bank Transfer,Fortnightly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1348
1300,29,Male,Belt,Accessories,23,Louisiana,L,Teal,Fall,3.6,No,2-Day Shipping,Yes,Yes,42,Venmo,Bi-Weekly,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1349
1301,67,Male,T-shirt,Clothing,100,West Virginia,M,Charcoal,Spring,4.5,No,Next Day Air,Yes,Yes,47,Credit Card,Every 3 Months,https://www.collinsdictionary.com/images/thumb/dress_31690953_250.jpg?version=5.0.1350
